PEDIDO,EXISTE_EN_TRACKING,EXISTE_EN_TABLA_LINEAS,FILAS_TABLA_LINEAS,LINEAS,UNIDADES,DUPLICADO,RESULTADO,OBSERVACION
1166600,SI,SI,1,112,7076,NO,OK,
4190139382,SI,SI,1,32,491,NO,OK,
1166585,SI,NO,0,,,NO,SIN_COBERTURA,
1166565,SI,SI,1,1,1800,NO,OK,
4190139347,SI,NO,0,,,NO,SIN_COBERTURA,
4190139330,SI,NO,0,,,NO,SIN_COBERTURA,
4190139171,SI,NO,0,,,NO,SIN_COBERTURA,
4190139163,SI,NO,0,,,NO,SIN_COBERTURA,
4190139159,SI,SI,1,2,110,NO,OK,
1166139,SI,SI,1,50,2992,NO,OK,
1166137,SI,SI,1,67,459,NO,OK,
4190139153,SI,NO,0,,,NO,SIN_COBERTURA,
4190139146,SI,SI,1,45,2897,NO,OK,
4190139142,SI,SI,1,1,100,NO,OK,
1166067,SI,SI,1,43,6708,NO,OK,
1167333,SI,SI,1,1,24,NO,OK,
4190139485,SI,NO,0,,,NO,SIN_COBERTURA,
4190139479,SI,NO,0,,,NO,SIN_COBERTURA,
4190139473,SI,NO,0,,,NO,SIN_COBERTURA,
1167975,SI,SI,1,1,40,NO,OK,
1167661,SI,SI,1,2,150,NO,OK,
1167655,SI,NO,0,,,NO,SIN_COBERTURA,
1167606,SI,SI,1,12,330,NO,OK,
1167925,SI,NO,0,,,NO,SIN_COBERTURA,
1167567,SI,NO,0,,,NO,SIN_COBERTURA,
1167491,SI,SI,1,15,1187,NO,OK,
1167480,SI,NO,0,,,NO,SIN_COBERTURA,
1167346,SI,SI,1,2,10704,NO,OK,
1167332,SI,SI,1,19,24392,NO,OK,
1166861,SI,SI,1,12,160,NO,OK,
1166841,SI,SI,1,10,21032,NO,OK,
1166828,SI,SI,1,43,12606,NO,OK,
1166791,SI,NO,0,,,NO,SIN_COBERTURA,
1166701,SI,SI,1,41,8390,NO,OK,
1166685,SI,SI,1,7,792,NO,OK,
1166680,SI,SI,1,16,250,NO,OK,
1166306,SI,SI,1,7,6324,NO,OK,
1166304,SI,SI,1,43,40189,NO,OK,
1166303,SI,NO,0,,,NO,SIN_COBERTURA,
1166302,SI,NO,0,,,NO,SIN_COBERTURA,
1166301,SI,NO,0,,,NO,SIN_COBERTURA,
1166296,SI,NO,0,,,NO,SIN_COBERTURA,
1166146,SI,SI,1,94,15327,NO,OK,
1166145,SI,NO,0,,,NO,SIN_COBERTURA,
1166140,SI,SI,1,48,2506,NO,OK,
1166136,SI,NO,0,,,NO,SIN_COBERTURA,
1166135,SI,NO,0,,,NO,SIN_COBERTURA,
1166134,SI,NO,0,,,NO,SIN_COBERTURA,
1166076,SI,SI,1,68,4887,NO,OK,
1166075,SI,SI,1,189,9965,NO,OK,
1166073,SI,SI,1,120,5181,NO,OK,
1166061,SI,SI,1,12,140,NO,OK,
1166058,SI,NO,0,,,NO,SIN_COBERTURA,
4190139949,SI,NO,0,,,NO,SIN_COBERTURA,
4190139948,SI,NO,0,,,NO,SIN_COBERTURA,
1167787,SI,SI,1,2,600,NO,OK,
1167656,SI,SI,1,1,96,NO,OK,
4190139945,SI,NO,0,,,NO,SIN_COBERTURA,
1167647,SI,NO,0,,,NO,SIN_COBERTURA,
1167626,SI,SI,1,41,874,NO,OK,
1167625,SI,SI,1,96,1728,NO,OK,
1167623,SI,SI,1,104,2948,NO,OK,
1167622,SI,SI,1,76,1612,NO,OK,
1167621,SI,SI,1,95,1953,NO,OK,
1167620,SI,SI,1,63,1464,NO,OK,
1167619,SI,SI,1,63,1408,NO,OK,
4190139941,SI,SI,1,1,1000,NO,OK,
1167613,SI,SI,1,40,2989,NO,OK,
1167609,SI,SI,1,28,1015,NO,OK,
1167608,SI,SI,1,40,1647,NO,OK,
1167607,SI,SI,1,41,2010,NO,OK,
4190139940,SI,NO,0,,,NO,SIN_COBERTURA,
1167605,SI,SI,1,30,1171,NO,OK,
4190139939,SI,NO,0,,,NO,SIN_COBERTURA,
1167611,SI,SI,1,42,2465,NO,OK,
4190139946,SI,SI,1,14,1853,NO,OK,
1167610,SI,SI,1,44,2982,NO,OK,
1167582,SI,SI,1,36,876,NO,OK,
1167580,SI,SI,1,10,5362,NO,OK,
4190139922,SI,SI,1,10,5362,NO,OK,
4190139921,SI,SI,1,24,473,NO,OK,
1167577,SI,SI,1,3,90,NO,OK,
1167569,SI,SI,1,13,162,NO,OK,
1167568,SI,SI,1,19,138,NO,OK,
4190139913,SI,SI,1,10,21696,NO,OK,
1167519,SI,NO,0,,,NO,SIN_COBERTURA,
1167490,SI,SI,1,22,699,NO,OK,
4190139911,SI,SI,1,9,4926,NO,OK,
1167489,SI,SI,1,14,6659,NO,OK,
4190139907,SI,SI,1,10,552,NO,OK,
4190139906,SI,SI,1,10,552,NO,OK,
4190139905,SI,SI,1,10,552,NO,OK,
4190139904,SI,SI,1,3,408,NO,OK,
4190139894,SI,NO,0,,,NO,SIN_COBERTURA,
4190139917,SI,SI,1,5,17930,NO,OK,
4190139909,SI,SI,1,6,22968,NO,OK,
1167477,SI,SI,1,8,4434,NO,OK,
1167476,SI,SI,1,8,4434,NO,OK,
4190139890,SI,SI,1,11,209,NO,OK,
4190139884,SI,SI,1,13,16974,NO,OK,
4190139880,SI,NO,0,,,NO,SIN_COBERTURA,
4190139877,SI,NO,0,,,NO,SIN_COBERTURA,
4190139876,SI,NO,0,,,NO,SIN_COBERTURA,
4190139874,SI,SI,1,1,120,NO,OK,
1167374,SI,SI,1,11,518,NO,OK,
1167372,SI,SI,1,74,1819,NO,OK,
4190139871,SI,NO,0,,,NO,SIN_COBERTURA,
4190139869,SI,SI,1,63,1797,NO,OK,
1167369,SI,SI,1,5,294,NO,OK,
1167368,SI,SI,1,15,1671,NO,OK,
1167367,SI,SI,1,41,2176,NO,OK,
1167364,SI,SI,1,82,41989,NO,OK,
4190139863,SI,SI,1,5,840,NO,OK,
4190139861,SI,NO,0,,,NO,SIN_COBERTURA,
4190139860,SI,SI,1,37,274,NO,OK,
4190139865,SI,SI,1,6,120,NO,OK,
1167370,SI,NO,0,,,NO,SIN_COBERTURA,
1167348,SI,NO,0,,,NO,SIN_COBERTURA,
4190139854,SI,SI,1,7,42,NO,OK,
4190139852,SI,NO,0,,,NO,SIN_COBERTURA,
1167334,SI,SI,1,44,43533,NO,OK,
1167335,SI,SI,1,1,100,NO,OK,
1167323,SI,SI,1,95,6464,NO,OK,
4190139848,SI,NO,0,,,NO,SIN_COBERTURA,
4190139843,SI,SI,1,9,568,NO,OK,
4190139837,SI,NO,0,,,NO,SIN_COBERTURA,
4190139835,SI,SI,1,19,588,NO,OK,
4190139552,SI,SI,1,28,394,NO,OK,
1166992,SI,NO,0,,,NO,SIN_COBERTURA,
4190139545,SI,SI,1,12,2676,NO,OK,
4190139542,SI,SI,1,46,1669,NO,OK,
4190139541,SI,SI,1,21,308,NO,OK,
1166857,SI,SI,1,7,228,NO,OK,
1166856,SI,SI,1,20,842,NO,OK,
4190139539,SI,SI,1,73,862,NO,OK,
4190139537,SI,SI,1,29,289,NO,OK,
4190139536,SI,SI,1,27,4624,NO,OK,
4190139534,SI,SI,1,11,462,NO,OK,
1166852,SI,SI,1,34,547,NO,OK,
4190139533,SI,SI,1,42,13571,NO,OK,
1166849,SI,SI,1,16,192,NO,OK,
1166848,SI,SI,1,18,216,NO,OK,
1166847,SI,SI,1,47,685,NO,OK,
1166846,SI,SI,1,5,468,NO,OK,
1166845,SI,SI,1,7,304,NO,OK,
4190139531,SI,NO,0,,,NO,SIN_COBERTURA,
4190139530,SI,SI,1,59,2142,NO,OK,
4190139529,SI,NO,0,,,NO,SIN_COBERTURA,
4190139528,SI,NO,0,,,NO,SIN_COBERTURA,
4190139527,SI,SI,1,12,244,NO,OK,
4190139526,SI,SI,1,7,600,NO,OK,
4190139525,SI,SI,1,13,157,NO,OK,
4190139524,SI,SI,1,46,730,NO,OK,
1166840,SI,SI,1,1,420,NO,OK,
4190139522,SI,NO,0,,,NO,SIN_COBERTURA,
4190139521,SI,SI,1,21,662,NO,OK,
1166829,SI,SI,1,10,146,NO,OK,
4190139520,SI,SI,1,32,610,NO,OK,
1166827,SI,SI,1,1,25,NO,OK,
4190139519,SI,NO,0,,,NO,SIN_COBERTURA,
4190139517,SI,NO,0,,,NO,SIN_COBERTURA,
1166788,SI,SI,1,4,288,NO,OK,
1166787,SI,NO,0,,,NO,SIN_COBERTURA,
4190139516,SI,SI,1,11,684,NO,OK,
4190139515,SI,NO,0,,,NO,SIN_COBERTURA,
4190139514,SI,NO,0,,,NO,SIN_COBERTURA,
4190139513,SI,NO,0,,,NO,SIN_COBERTURA,
4190139523,SI,SI,1,59,886,NO,OK,
1166839,SI,SI,1,17,3284,NO,OK,
1166786,SI,SI,1,145,1690,NO,OK,
1166785,SI,NO,0,,,NO,SIN_COBERTURA,
4190139512,SI,NO,0,,,NO,SIN_COBERTURA,
4190139510,SI,SI,1,17,256,NO,OK,
4190139508,SI,NO,0,,,NO,SIN_COBERTURA,
4190139507,SI,NO,0,,,NO,SIN_COBERTURA,
1166782,SI,SI,1,1,500,NO,OK,
1166703,SI,NO,0,,,NO,SIN_COBERTURA,
4190139506,SI,NO,0,,,NO,SIN_COBERTURA,
4190139505,SI,NO,0,,,NO,SIN_COBERTURA,
4190139503,SI,SI,1,4,836,NO,OK,
4190139502,SI,SI,1,99,1822,NO,OK,
4190139501,SI,SI,1,25,347,NO,OK,
4190139500,SI,NO,0,,,NO,SIN_COBERTURA,
4190139499,SI,SI,1,7,612,NO,OK,
4190139498,SI,NO,0,,,NO,SIN_COBERTURA,
1166694,SI,NO,0,,,NO,SIN_COBERTURA,
1166691,SI,SI,1,3,72,NO,OK,
1166690,SI,NO,0,,,NO,SIN_COBERTURA,
4190139495,SI,SI,1,10,456,NO,OK,
4190139494,SI,SI,1,22,486,NO,OK,
1166688,SI,NO,0,,,NO,SIN_COBERTURA,
1166687,SI,SI,1,10,4828,NO,OK,
4190139490,SI,SI,1,22,622,NO,OK,
1166682,SI,SI,1,24,3482,NO,OK,
1166683,SI,SI,1,8,2410,NO,OK,
1166689,SI,SI,1,2,204,NO,OK,
1166698,SI,SI,1,36,590,NO,OK,
1166783,SI,SI,1,6,1152,NO,OK,
1166784,SI,NO,0,,,NO,SIN_COBERTURA,
4190139491,SI,NO,0,,,NO,SIN_COBERTURA,
4190139488,SI,SI,1,1,80,NO,OK,
4190139486,SI,SI,1,3,105,NO,OK,
4190139481,SI,NO,0,,,NO,SIN_COBERTURA,
4190139480,SI,SI,1,16,221,NO,OK,
4190139471,SI,NO,0,,,NO,SIN_COBERTURA,
4190139467,SI,SI,1,24,2732,NO,OK,
1166668,SI,SI,1,17,226,NO,OK,
1166678,SI,SI,1,1,504,NO,OK,
4190139457,SI,SI,1,25,450,NO,OK,
4190139456,SI,SI,1,29,660,NO,OK,
4190139455,SI,NO,0,,,NO,SIN_COBERTURA,
4190139453,SI,NO,0,,,NO,SIN_COBERTURA,
4190139443,SI,SI,1,49,896,NO,OK,
4190139451,SI,SI,1,5,58,NO,OK,
4190139172,SI,NO,0,,,NO,SIN_COBERTURA,
4190139170,SI,NO,0,,,NO,SIN_COBERTURA,
4190139168,SI,NO,0,,,NO,SIN_COBERTURA,
1166361,SI,SI,1,5,877,NO,OK,
1166305,SI,NO,0,,,NO,SIN_COBERTURA,
1166316,SI,SI,1,16,66,NO,OK,
4190139162,SI,NO,0,,,NO,SIN_COBERTURA,
4190139161,SI,NO,0,,,NO,SIN_COBERTURA,
4190139160,SI,NO,0,,,NO,SIN_COBERTURA,
1166141,SI,SI,1,2,150,NO,OK,
1166138,SI,SI,1,32,1490,NO,OK,
4190139158,SI,SI,1,23,682,NO,OK,
4190139157,SI,SI,1,2,72,NO,OK,
4190139155,SI,SI,1,8,350,NO,OK,
4190139154,SI,SI,1,6,3528,NO,OK,
1166074,SI,SI,1,10,174,NO,OK,
1166072,SI,SI,1,1,1500,NO,OK,
1166071,SI,SI,1,144,5978,NO,OK,
4190139151,SI,SI,1,16,2719,NO,OK,
4190139150,SI,NO,0,,,NO,SIN_COBERTURA,
4190139149,SI,NO,0,,,NO,SIN_COBERTURA,
4190139147,SI,SI,1,21,4918,NO,OK,
4190139145,SI,SI,1,12,246,NO,OK,
4190139144,SI,SI,1,21,1226,NO,OK,
4190139143,SI,NO,0,,,NO,SIN_COBERTURA,
4190139139,SI,NO,0,,,NO,SIN_COBERTURA,
4190139137,SI,NO,0,,,NO,SIN_COBERTURA,
4190139136,SI,SI,1,87,2885,NO,OK,
1166066,SI,NO,0,,,NO,SIN_COBERTURA,
1166062,SI,NO,0,,,NO,SIN_COBERTURA,
1166059,SI,SI,1,24,381,NO,OK,
4190139133,SI,SI,1,11,140,NO,OK,
1166056,SI,SI,1,1,200,NO,OK,
4190139132,SI,SI,1,7,154,NO,OK,
4190139126,SI,SI,1,27,6439,NO,OK,
4190139138,SI,SI,1,19,1641,NO,OK,
4190139135,SI,SI,1,23,518,NO,OK,
4190139134,SI,NO,0,,,NO,SIN_COBERTURA,
4190139148,SI,SI,1,26,448,NO,OK,
4190139152,SI,SI,1,42,5132,NO,OK,
